식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그
매드포갈릭,서초구,N,N,N,N,Y,트립어드바이저
부산본가,마포구,N,N,N,N,N,
투뿔나인,서초구,N,N,N,N,N,
바른치킨,강서구,N,N,N,N,N,
쿠시카츠쿠시엔,마포구,N,Y,N,N,Y,"블루리본,트립어드바이저"
갓포 모로미,강남구,N,Y,N,Y,Y,
장어구이,성동구,N,N,N,N,N,트립어드바이저
3호선차이나,서대문구,N,N,N,N,N,
진스퀴진,강서구,Y,Y,N,N,Y,
소풍김밥,마포구,N,N,N,Y,N,
벤또맨,서대문구,N,N,N,N,N,
진선미식당,성동구,N,N,N,N,N,
체르보,강서구,Y,Y,N,N,Y,
건달치킨,강서구,N,N,N,N,N,
짠짠,성동구,N,N,N,N,N,
조선순대국,서대문구,N,N,N,N,N,
홍수계찜닭,서초구,Y,N,N,N,Y,
장터식당,성동구,N,N,N,N,N,
감요 주점,강서구,N,Y,N,N,N,
피자알볼로,서대문구,N,N,N,N,N,
오향족발,마포구,N,N,N,N,N,
부어치킨,서초구,N,N,N,Y,N,
안가네 대추빵,강서구,N,Y,N,N,N,
완산골콩나물국밥,성동구,N,N,N,N,N,
고향전집,서대문구,N,N,N,N,N,
삼삼이네생고기,성동구,N,N,N,N,N,
이리스 9901,강서구,Y,Y,N,N,N,
마라왕마라탕,서대문구,Y,Y,N,Y,N,
리퀴진,성동구,N,N,N,N,N,
주니아,강서구,Y,N,N,N,N,
서초왕족발,서초구,N,N,N,Y,N,
박용석스시,마포구,N,N,N,Y,N,트립어드바이저
왕십리통골뱅이,성동구,N,Y,N,N,N,
돼지게티,강서구,N,N,N,N,N,
고모네집,성동구,N,N,N,N,N,
조아라 황소곱창,강서구,N,Y,N,N,N,
샘터가든,성동구,N,N,N,Y,N,
강릉집,강남구,N,N,N,Y,N,트립어드바이저
행복한문정이네집,서대문구,N,N,N,N,N,
핀다,강남구,N,N,N,N,N,
포메인,서초구,Y,N,N,N,N,트립어드바이저
사까야,서대문구,Y,Y,N,Y,Y,
일점사,서초구,N,N,N,N,N,트립어드바이저
남도밥상,강남구,N,N,N,N,N,
그리지오,서초구,Y,Y,N,N,Y,
봉골레숲,강남구,N,N,N,Y,N,
깜닭치킨,서초구,N,N,N,Y,N,
33떡볶이,강서구,N,N,N,N,N,
서울숲뷔페,성동구,N,N,N,N,N,
정남,서초구,N,N,N,N,N,
공차,강서구,N,N,N,N,N,
고향냉면,성동구,Y,N,N,N,Y,
그루빙하이,서초구,N,N,N,Y,N,트립어드바이저
긴자료코,강서구,Y,Y,N,N,Y,
홍대 차칸곱창,마포구,N,N,N,N,N,씨트립
봉남 부추꼬꼬,강남구,N,N,N,N,N,
해물명가,성동구,N,N,N,N,N,
홍바이,강서구,Y,N,N,N,Y,
고향식당,성동구,N,N,N,N,N,
로칼커피,강남구,N,N,N,N,N,
몽중식,마포구,N,Y,N,N,N,
갬버튼 바,강서구,N,N,N,N,N,
원조칼국수보쌈,성동구,N,N,N,N,N,
서호식품,강남구,N,N,N,N,N,
야마뜨,마포구,N,N,N,N,N,트립어드바이저
오우야 에스프레소바,강서구,Y,Y,N,N,Y,
하이포크생삼겹,성동구,N,N,N,N,N,
청년치킨,강남구,N,N,N,N,N,
오감부대찌개,마포구,N,N,N,N,N,
자이언트비밥,강서구,N,N,N,N,N,
이삭토스트,강남구,N,N,N,N,N,
도미노피자,성동구,N,N,N,N,N,
강정배스시,마포구,N,N,N,N,N,
파리바게뜨,성동구,N,N,N,N,N,
스시윤,마포구,N,N,N,N,N,
콩꼬물 꽈배기,강서구,N,N,N,N,N,
무봉리토종순대국,성동구,N,N,N,N,N,
형제식당,마포구,N,N,N,N,N,
카페 비토,강서구,N,N,N,N,N,
놀란닭,성동구,N,N,N,N,Y,
필참치,마포구,Y,Y,N,N,Y,
서쉐프 퀴진,강서구,N,N,N,N,N,
신호반,서초구,Y,N,N,N,Y,
쭈꾸미도사,성동구,Y,Y,N,N,Y,
플래트(PLATTE),마포구,N,N,N,N,N,
힐브레드,강서구,N,N,N,N,N,
삼일정육식당,서초구,N,N,N,N,N,"블루리본,트립어드바이저"
네네치킨,성동구,N,N,N,N,N,
성순이네포차,마포구,N,N,N,N,N,
명동칼국수,서초구,N,N,N,N,N,
맛나곱창,성동구,N,N,N,N,Y,트립어드바이저
하이 라오왕,마포구,N,N,N,N,N,
변두리 로바타,강서구,Y,Y,N,N,Y,
해조,서초구,Y,N,N,Y,N,
김밥킹,성동구,N,N,N,N,N,
마왕족발,마포구,Y,Y,N,N,Y,
홍삼마미도시락,강서구,Y,N,N,Y,N,
이이제이비어,마포구,N,N,N,N,N,
카페띠아모,강남구,N,N,N,Y,N,
한량석쇠,성동구,N,N,N,N,N,씨트립
김밥타운,성동구,N,N,N,N,N,
홍대조폭떡볶이,마포구,N,N,N,N,N,트립어드바이저
밥짓는카페,강남구,N,N,N,N,N,
회동영덕막회,성동구,Y,Y,N,N,N,
마라왕자 마라탕,강서구,N,N,N,N,N,
마방로10번가세계맥주,서초구,N,Y,N,Y,Y,
조선설렁탕,서대문구,N,N,N,N,N,
에이림커피,강남구,N,Y,N,Y,N,트립어드바이저
양지숯불생고기,성동구,Y,N,N,N,N,트립어드바이저
미미쥬빌레,강서구,N,N,N,N,N,
이레,서초구,N,N,N,N,N,
신전떡볶이,성동구,N,N,N,Y,N,
나현떡볶이,서대문구,N,N,N,N,N,
테베르 베이크,강서구,N,N,N,N,N,
대관령메밀막국수자연샤브샤브,마포구,N,N,N,N,N,트립어드바이저
참행복한죽,강서구,N,N,N,N,N,
노나메,서초구,Y,Y,N,N,N,트립어드바이저
김명자당진아구동태찜탕,마포구,N,N,N,N,N,
더벤티,강남구,N,Y,N,N,N,
투썸플레이스,강서구,Y,Y,N,N,Y,
사가라멘,서초구,N,N,N,N,N,
프레베리 케이크,강서구,Y,Y,N,N,Y,
디오디아,서초구,Y,Y,Y,N,Y,트립어드바이저
카페페라,서대문구,N,Y,N,N,Y,
종로계림닭도리탕원조,강서구,Y,Y,N,N,Y,
스쿨푸드,서대문구,N,N,N,N,N,
팔뚝장어,강서구,Y,Y,N,N,Y,
산들해,서초구,N,N,N,Y,N,
공차,서대문구,N,N,N,N,N,
떡군이네떡볶이,강서구,N,N,N,N,N,
만만어사,강서구,N,N,N,N,N,
위더스,서대문구,N,N,N,Y,N,
웨이,강서구,Y,Y,N,N,N,
6484쪽갈비,서초구,N,N,N,Y,N,안심식당
동순루,성동구,N,N,N,Y,N,
무공돈까스,강서구,Y,Y,N,N,N,
앨리스토리커피,서초구,N,N,N,Y,N,트립어드바이저
맛짱떡볶이,강남구,N,N,N,N,N,
커스텀커피,강서구,N,Y,N,N,Y,
얼음골 칡냉면,강서구,N,N,N,N,N,
장수통닭,강서구,N,N,N,N,N,
내고향왕만두,강남구,N,N,N,Y,N,
이디야커피,서대문구,Y,Y,N,N,Y,
대한냉면 고기친구,강서구,N,N,N,N,N,
레몬트리카페,강남구,N,N,N,Y,N,
오사카야기,서대문구,N,N,N,N,N,
방화동바삭돈까스,강서구,N,N,N,N,N,
김건욱 횟집,강서구,Y,N,N,N,Y,
슬로우캘리,강서구,Y,Y,N,N,N,
제네로 피자,강서구,N,N,N,N,N,
청춘닭꼬치,강서구,N,N,N,N,N,
카페인싸,강서구,N,N,N,N,N,
콩사랑,서초구,N,N,N,N,N,
거궁,강서구,Y,N,N,N,N,
문,서초구,N,N,N,N,N,
카페홈즈,강서구,Y,N,N,N,Y,
야경,마포구,Y,Y,N,N,N,
기소야,서초구,N,N,N,N,N,
별버거,마포구,N,N,N,N,N,
희래등,서초구,Y,Y,N,N,Y,
마부마라탕&샹궈,강서구,Y,Y,N,N,Y,
일미돼지국밥,성동구,N,N,N,Y,N,
트래블메이커,마포구,N,Y,N,Y,N,트립어드바이저
라면집,서초구,N,N,N,N,N,
매드포갈릭,서초구,N,N,N,N,Y,
츄러스1500,강서구,Y,Y,N,N,Y,
또래분식,성동구,N,N,N,Y,N,
6떡갈비,강서구,N,N,N,N,N,
일일향,서초구,Y,Y,N,N,Y,안심식당
꽃잎초밥,강서구,N,N,N,N,N,
김밥천국,서초구,Y,Y,N,N,Y,
종점식당,성동구,N,N,N,N,N,
정석닭강정,강서구,N,N,N,N,N,
내 여자를 부탁해,강서구,N,N,N,N,N,
소엣(SOET),성동구,N,N,N,N,N,
바른 안심 탕수육,강서구,N,N,N,N,N,
계탄집,성동구,N,Y,N,N,Y,
계성칼국수,강서구,N,N,N,N,N,
동이나,성동구,N,N,N,N,N,
브릭스펍,강서구,N,N,N,N,N,
돼지꿈,성동구,N,Y,N,N,N,
아재참치,강서구,N,N,N,N,N,
남원추어탕,성동구,N,N,N,Y,N,
통큰육집,강서구,N,N,N,N,N,
착한짜장,성동구,N,Y,N,N,N,
덕테이블,강서구,Y,N,N,N,N,
꽃피다이화다방,서대문구,N,Y,N,N,Y,
춘풍월쿠시,성동구,N,Y,N,N,N,
아티제,서초구,N,N,N,N,N,트립어드바이저
참치마루,성동구,N,N,N,Y,N,
순돌이네연탄집,서초구,N,N,N,N,N,
그릭데이,서대문구,N,N,N,N,N,
더 맛있는 스테이크,서초구,N,N,N,N,N,
커피마마,서대문구,N,N,N,N,N,
경양카츠,강남구,N,N,N,N,N,
마포껍데기집,서초구,N,N,N,N,N,
미요,서대문구,N,N,N,N,N,
해머스미스커피,강남구,N,N,N,N,N,
씨앤앤(CNN),서초구,N,N,N,N,N,
제주도로담,서대문구,N,N,N,Y,N,
정원식당,성동구,N,N,N,Y,N,
사단법인 해냄복지회 사르트르,강남구,N,N,N,N,N,
제이스커피나인,강남구,Y,Y,N,Y,N,
울리불리호프,서초구,N,N,N,N,N,
동맛골보쌈칼국수,성동구,N,N,N,N,N,
이조감자탕,서초구,N,N,N,N,N,
카페몽,서대문구,N,N,N,N,N,
홍도식당,성동구,N,N,N,N,N,
정선 감자탕,서초구,Y,N,N,N,Y,트립어드바이저
꼬숑돈까스,서대문구,N,N,N,N,N,
마장갈비,성동구,N,N,N,N,N,트립어드바이저
네네치킨,서초구,N,N,N,N,N,
장수한방족발,마포구,N,N,N,N,N,
라포레올레,서초구,N,N,N,N,N,
토시래,성동구,N,Y,N,N,Y,
원,서대문구,N,Y,N,N,Y,
찬찬커피로스터스,마포구,N,Y,N,N,N,애견동반
완산골명가,서초구,N,N,N,Y,N,
뚝섬숯불갈비,성동구,N,N,N,N,N,
노가의리,서대문구,N,N,N,N,N,
을지로골뱅이,성동구,N,N,N,N,N,
미락,서대문구,N,Y,N,Y,N,
밀리네 해물탕,마포구,Y,Y,N,N,Y,
평창칡냉면,성동구,N,N,N,N,N,
등마을 숯불갈비,마포구,Y,N,N,N,N,
용문집,성동구,Y,Y,N,N,Y,트립어드바이저
드림잇 스튜디오,마포구,N,N,N,N,N,
장성식당,성동구,Y,N,N,Y,N,
효자동온반,마포구,N,N,N,N,N,
402키친,마포구,Y,Y,N,N,N,
항방양꼬치,마포구,N,N,N,N,Y,
소점식당,성동구,N,N,N,N,N,
준지의 아름다운 하루,마포구,N,Y,N,N,Y,
칠성옻닭,성동구,N,N,N,Y,N,
만다린,서초구,N,N,N,N,N,
그동네떡볶이,마포구,N,N,N,Y,Y,트립어드바이저
사보텐,서초구,Y,N,N,N,N,트립어드바이저
비어링세계맥주,서초구,N,N,N,N,N,
춘하추우동,성동구,N,Y,N,N,N,
이디야커피,서초구,N,N,N,N,N,
네네치킨,서대문구,N,N,N,N,N,
한국통닭,성동구,N,N,N,N,N,
이디야커피,서초구,N,N,N,N,N,트립어드바이저
연희김밥,서대문구,N,N,N,N,N,
큰맘할매순대국,서대문구,N,N,N,N,N,
타미 하우스,서초구,Y,Y,N,N,N,
야미가,서대문구,N,N,N,N,N,
카페소스페소,서초구,N,N,N,N,N,
알콩커피,서대문구,N,N,N,N,N,
조선미가,서초구,N,N,N,N,N,
인비트윈,강남구,Y,Y,N,Y,N,트립어드바이저
도담정식,서대문구,N,Y,N,N,N,
한신카페테리아,서초구,N,N,N,N,N,
우리식당,서대문구,N,N,N,N,N,
커피빈,서초구,N,N,N,N,N,
큰맘할매순대국,서대문구,N,N,N,N,N,
충무김밥,서초구,Y,N,N,Y,Y,
테라스에서,성동구,N,N,N,N,N,
서대포집,서대문구,N,N,N,N,N,
시골밥상,성동구,N,N,N,Y,N,
두끼,서대문구,N,N,N,Y,N,
남강전통수타면,마포구,N,N,N,Y,N,
다모토리7,서대문구,N,N,N,N,N,
베트남노상식당,마포구,N,Y,N,N,Y,트립어드바이저
이디야커피,서대문구,N,N,N,N,N,
킹콩포차,마포구,N,N,N,N,N,
토종순대국,서대문구,N,N,N,N,N,
서울돼지구이,마포구,N,Y,N,N,N,
비니네샐러드,서대문구,N,N,N,N,N,
방배동 커피볶는집 일리,서초구,N,N,N,Y,N,
유풍상회 삼겹살전문,마포구,N,N,N,N,N,
이디야커피,서대문구,N,N,N,Y,N,
국밥사랑,마포구,N,N,N,N,N,
다솜채,서초구,N,N,N,N,N,
파출소 옆 포차 1987,마포구,N,Y,N,N,Y,
옛골감자탕,성동구,N,N,N,Y,N,
고씨네,서대문구,N,Y,N,N,N,
뉴욕핫도그앤커피,마포구,Y,Y,N,N,N,
호치킨,마포구,N,N,N,N,N,
정정아식당,서대문구,N,N,N,N,N,
브루스톤 탭하우스,서대문구,N,Y,N,Y,N,
왕뼈감자탕,마포구,Y,N,N,N,Y,
싸움의고수,성동구,N,N,N,N,N,
환공어묵,서초구,N,N,N,N,N,
육대장,성동구,N,N,N,N,N,
돈까스 애 국수,마포구,N,N,N,N,N,
커피빈,서초구,N,N,N,N,N,
부산식당,성동구,N,N,N,N,N,
나쉬캇제,서대문구,N,Y,N,Y,N,
투썸플레이스 CJ,서초구,N,N,N,N,N,
우리식당,성동구,N,N,N,N,N,
오이시 나베,마포구,N,Y,N,N,Y,
베스킨라빈스엔던킨도너츠,서초구,N,N,N,N,N,
59년똥돼지,성동구,N,N,N,Y,N,트립어드바이저
브루하임,마포구,Y,Y,N,N,N,트립어드바이저
더블루,서대문구,N,N,N,N,N,
오페라빈 에스프레소바,서초구,N,N,N,N,N,
깐부치킨,마포구,N,N,N,Y,N,
커피빈,서초구,N,N,N,N,N,
봉구비어 &봉구통닭,서대문구,N,N,N,Y,N,
커피브레이크,서초구,N,N,N,Y,N,
이디야커피(독립문통일로점),서대문구,N,Y,N,N,N,
짱스버거,마포구,N,N,N,N,N,
밤부 베이커리&브루잉 서래,서초구,Y,Y,N,Y,Y,
김밥사랑,성동구,N,N,N,N,N,
랑데부,서대문구,N,N,N,N,N,
연이네,성동구,N,N,N,N,N,
커피프린스1호점,마포구,N,N,N,N,N,씨트립
제주국수,성동구,N,N,N,Y,N,
더심플한테이블,마포구,Y,Y,N,N,N,
다래가,서대문구,N,N,N,N,N,
원맥주창고,성동구,N,N,N,N,N,트립어드바이저
호랑이라운지,마포구,N,N,N,N,N,
김밥까페,강남구,N,N,N,Y,N,
책바,서대문구,N,Y,N,N,N,
동부식당,성동구,N,N,N,N,N,
파파앤번,서초구,N,N,N,Y,N,
웰메이드수제도시락,마포구,Y,Y,N,N,Y,
나무향기,서대문구,N,Y,N,Y,N,
우영푸드빌,성동구,N,N,N,N,N,
스테이크 바이 앵거스 레스토랑,마포구,Y,Y,N,N,Y,트립어드바이저
금룡,성동구,N,N,N,N,N,
코코호도,서초구,N,N,N,Y,N,
핫썬 라이스&치킨,마포구,N,N,N,Y,N,
함흥사철탕,성동구,N,N,N,N,N,
미스터보쌈5379,서대문구,N,Y,N,N,N,
호경이네식당,성동구,N,N,N,N,N,
연세키친,서대문구,N,N,N,N,N,
옥봉식당,서대문구,N,N,N,N,N,
귀일만두,성동구,N,N,N,N,N,
어머니와아들,서대문구,N,N,N,N,N,
광흥창 차돌집,마포구,N,Y,N,N,Y,
카츠미,서대문구,N,Y,N,N,N,
길모퉁이칠리차차,마포구,N,Y,N,N,N,
파리바게뜨,서초구,N,N,N,N,N,
공릉동원조멸치국수,서대문구,N,N,N,N,N,
초밥맛짱,마포구,N,N,N,N,N,
파리바게뜨,서초구,N,N,N,N,N,
롯데리아,서대문구,N,N,N,Y,N,
파리바게뜨,서초구,N,N,N,N,N,
원산면옥,성동구,Y,Y,N,N,Y,
마포 야시장,마포구,N,Y,N,N,Y,
청담이상,서초구,Y,Y,N,N,Y,트립어드바이저
주미랑고추장불고기,마포구,N,N,N,N,N,
모래내즉석우동짜장,서대문구,N,N,N,N,N,
들름집,서초구,Y,N,N,Y,N,
뚝섬해물탕,성동구,N,Y,N,Y,N,
소나기,서대문구,N,N,N,N,N,
마츠에라멘,마포구,N,N,N,N,N,트립어드바이저
카페티아라,서대문구,Y,N,N,N,Y,
조선초가 한끼,마포구,N,N,N,N,N,트립어드바이저
이계절 손만두,서대문구,N,N,N,N,N,
옐로우보울,서대문구,Y,N,N,N,N,블루리본
소리창고,마포구,N,N,N,N,N,
유보트바,서초구,Y,N,N,N,N,
해구,서대문구,N,N,N,Y,N,
로얄수제돈까스,서초구,N,Y,N,N,N,
칠갑청국장,서초구,N,N,N,N,N,안심식당
모모야간이회집,마포구,N,N,N,N,N,
지푸드,서대문구,N,N,N,N,N,
돈계올림픽2020,서대문구,N,N,N,N,N,
소담,서초구,N,N,N,N,N,
최가미록 차돌쌈,마포구,Y,Y,N,N,N,
천지궁,서초구,Y,Y,N,Y,Y,
잠바주스,서대문구,N,N,N,N,N,
달콤한어부,마포구,N,N,N,N,Y,
마시아,성동구,N,N,N,N,N,
진미,서대문구,Y,Y,N,N,N,
투다리,성동구,N,N,N,N,N,트립어드바이저
일큐팔사츄러스,서대문구,N,N,N,N,N,
리슨,마포구,Y,Y,N,N,N,
파리바게뜨,서대문구,N,N,N,Y,N,
자갈치브라더스,성동구,N,N,N,N,N,
본죽,마포구,Y,N,N,N,N,트립어드바이저
썬플라워,강남구,N,N,N,N,N,
굴사랑낙지마을,성동구,N,N,N,Y,N,
부산집,마포구,N,N,N,N,N,
에이커피,강남구,N,N,N,N,N,
땡스커피,마포구,N,N,N,Y,N,
희령이네코다리찜,성동구,N,N,N,N,N,
씽씽,서대문구,N,N,N,N,N,
금돼지,성동구,N,N,N,N,N,
삽다리 곱창,성동구,N,N,N,N,N,트립어드바이저
금강산소한마리,서대문구,N,N,N,Y,N,
허니바니,강남구,N,N,N,Y,N,트립어드바이저
병천순대,성동구,Y,Y,N,N,N,
그대를위한커피,서대문구,Y,N,N,Y,N,
이모네순대국전문,성동구,N,N,N,N,N,
화인숯불갈비,성동구,N,N,N,N,N,
옥상달빛,강남구,N,N,N,N,N,
회뜨는총각,성동구,N,N,N,N,Y,
봉쥬비어,서대문구,N,Y,N,N,N,
서산식당,성동구,N,N,N,Y,N,
해피데이,서대문구,N,N,N,N,N,
이디야커피,강남구,N,Y,N,N,Y,
마카롱카페,성동구,N,N,N,N,N,
고미정,서대문구,N,N,N,N,N,안심식당
장위동유성집,성동구,Y,N,N,N,N,
장모님국수랑전,서대문구,N,Y,N,N,N,
카페쉐누,강남구,N,N,N,N,N,
김밥마루,성동구,Y,N,N,N,N,
분식코너,성동구,N,N,N,N,N,
한씨커피,강남구,N,Y,N,Y,N,
왕손칼국수,성동구,N,N,N,N,N,
명콩찜,서대문구,N,N,N,N,N,
성수찜닭,성동구,N,N,N,N,N,트립어드바이저
앤티앤스,서대문구,N,N,N,Y,N,
해피타임,강남구,N,N,N,Y,N,
리샨,서초구,Y,N,N,Y,N,블루리본
왕십리닭내장탕집,성동구,N,N,N,N,N,
승승,마포구,N,N,N,N,N,
서래갈매기,성동구,N,N,N,N,N,
구스토타코,마포구,N,Y,N,N,Y,"블루리본,트립어드바이저"
옛날순대국,성동구,N,N,N,N,N,
클로리스 티 앤 커피,강남구,Y,Y,N,N,Y,트립어드바이저
미즈컨테이너,마포구,N,N,N,N,Y,트립어드바이저
김가네삼겹살,성동구,N,N,N,Y,N,
옥천올갱이,마포구,N,N,N,N,N,
신마야,마포구,N,N,N,N,N,
느리네,마포구,N,N,N,N,N,
빨간모자피자,서대문구,N,N,N,N,N,
이수빈대떡,서초구,Y,Y,N,N,N,
달의 다락,마포구,N,Y,N,N,N,
명동할머니국수,서초구,Y,N,N,N,Y,
황금콩밭,마포구,N,N,N,Y,Y,미쉐린 가이드
대성갈비,성동구,N,N,N,N,N,블루리본
우정생고기,서대문구,N,Y,N,N,N,
홍어나라,서초구,N,N,N,N,N,
제주면장,서초구,N,N,N,N,N,
카우떡볶이,서대문구,N,Y,N,Y,Y,
토상막회,성동구,N,N,N,Y,N,
더만나,서초구,N,N,N,N,N,
빨간두건 닭갈비傳,서초구,N,N,N,N,N,
참나라숯불바베큐,성동구,N,N,N,N,N,
장미통닭,성동구,N,N,N,N,N,
진숙맛집,성동구,N,N,N,N,N,
오코노미야끼,성동구,N,N,N,N,N,트립어드바이저
맥도날드,성동구,N,N,N,N,N,
파리바게뜨,성동구,N,N,N,N,N,
진카페,성동구,N,N,N,N,N,
함흥순대국,성동구,N,N,N,N,N,
등촌샤브칼국수,마포구,N,N,N,N,N,
비어치킨,성동구,N,N,N,N,N,
꽃피는고기,마포구,N,Y,N,N,Y,
램스칸,서초구,N,N,N,N,N,"씨트립,트립어드바이저"
시즈오카 짬뽕우동,성동구,N,N,N,N,N,
부산아지매국밥,서대문구,N,N,N,N,N,
홍대돈가스,마포구,N,N,N,N,N,
배들어온집,서초구,Y,Y,N,N,Y,
일미향,성동구,N,N,N,N,N,
백색소음,서대문구,N,N,N,N,N,
요수정,마포구,N,N,N,N,N,트립어드바이저
김밥천국,서초구,N,Y,N,N,Y,
행복수산,성동구,N,N,N,Y,N,
빅베어브레드,마포구,N,N,N,Y,N,
교촌치킨,서대문구,N,N,N,N,N,
굽네치킨,서초구,N,N,N,N,N,
명인만두,강남구,N,N,N,Y,N,
생어거스틴,마포구,Y,Y,N,N,Y,트립어드바이저
스케네 브라운,서대문구,Y,Y,N,N,Y,
맛나분식,서초구,N,N,N,N,N,
우시장 곱창,서초구,N,N,N,N,N,
호식이두마리치킨,서대문구,N,N,N,N,N,
까페모임,마포구,Y,Y,N,N,N,트립어드바이저
달빛그림,서초구,N,N,N,N,N,
하오커,마포구,Y,Y,N,Y,Y,씨트립
고기좋은날,서대문구,Y,Y,N,N,N,
스윗빈,서초구,N,N,N,N,N,트립어드바이저
파리바게뜨,서대문구,N,N,N,Y,N,
강남왕돈까스,서초구,N,N,N,N,N,
식위천,서초구,N,N,N,N,N,
커피날에,강남구,N,N,N,N,N,
서래마을이야기,서초구,N,N,N,Y,N,
빅컵커피,강남구,N,N,N,N,N,
모모웨이,강남구,Y,Y,N,N,Y,
더까페,강남구,Y,Y,N,N,N,애견동반
소설옥,성동구,N,Y,N,N,N,모범음식점
커피하우스,강남구,N,N,N,N,N,
삼팔팔포차,성동구,N,N,N,N,N,
파파야리프,강남구,N,Y,N,Y,Y,
남도집,성동구,N,N,N,N,N,
성수뚝배기,성동구,N,N,N,N,N,트립어드바이저
봉추찜닭,서대문구,N,N,N,N,N,
머니뭐니,성동구,N,N,N,N,N,
뉴욕포차와치킨클럽,서대문구,N,N,N,Y,N,
외가집,성동구,N,N,N,N,N,
아름다운커피,강남구,N,N,N,N,N,
고래국수,마포구,N,N,N,N,N,트립어드바이저
오늘먹고싶은족발,성동구,N,N,N,N,N,
커피보뇌르,강남구,N,N,N,N,N,
한감지식당,서초구,N,N,N,N,Y,
노가리슈퍼,성동구,N,N,N,N,N,
참치한판,마포구,N,N,N,N,N,
맥도날드,강남구,N,N,N,Y,N,트립어드바이저
노랑통닭,서초구,N,Y,N,Y,N,
피1904,마포구,N,Y,N,N,N,
비비큐,성동구,N,N,N,N,N,
쭌곱창,마포구,Y,Y,N,N,N,트립어드바이저
윤돈,성동구,N,N,N,N,N,
작은공간,서대문구,N,N,N,N,N,
맥도날드,강남구,N,N,N,Y,N,
맛닭꼬,성동구,N,Y,N,N,N,
막걸리와전,서대문구,N,N,N,N,N,
청기와회관,마포구,Y,N,N,Y,N,
가평식당,성동구,Y,Y,N,Y,N,
백양로플라자점,서대문구,N,N,N,N,N,
우동카덴,서대문구,Y,N,N,N,N,
파리바게뜨,강남구,N,N,N,Y,N,트립어드바이저
피자랑,서대문구,N,N,N,N,N,
맛가,서초구,Y,N,N,Y,N,
아필립,마포구,N,N,N,N,N,블루리본
나들목,마포구,N,N,N,N,N,
카페 루,서대문구,N,N,N,Y,N,
네네치킨,마포구,N,Y,N,Y,Y,
싸움의고수,서대문구,N,N,N,N,N,
왕십리전어마을,성동구,Y,N,N,Y,N,
식탁,서대문구,Y,Y,N,N,Y,
두배족발 공원옆,서초구,Y,Y,N,N,N,트립어드바이저
라정찰보리빵,강남구,Y,Y,N,Y,Y,
시오,서대문구,N,Y,N,N,N,씨트립
하찌,서초구,Y,Y,N,N,Y,
자매식당,서대문구,N,Y,N,Y,N,
이심,서초구,N,N,N,N,N,
군선생,마포구,N,Y,N,Y,N,
중앙곱창,서초구,N,N,N,N,N,
파리바게뜨,강남구,N,N,N,Y,N,
호피 덕,서초구,Y,Y,N,N,Y,
장미별장,마포구,N,N,N,N,N,
명랑즉석떡볶이,성동구,N,N,N,N,N,
서대문 원조 아바이 왕순대,서대문구,N,N,N,Y,N,
해물포장마차,서초구,N,N,N,N,N,
칠백식당,마포구,N,N,N,N,N,트립어드바이저
성일감자탕,성동구,N,N,N,N,N,트립어드바이저
따올라이,서초구,N,N,N,N,N,
작품,성동구,Y,Y,N,N,Y,
힐링호프,마포구,N,N,N,N,N,
항방양육관,서초구,N,N,N,Y,N,
몽련,성동구,Y,Y,N,N,Y,
푸짐한 왕뼈,마포구,N,N,N,N,N,
심가네식당,성동구,N,N,N,N,N,
한우촌,마포구,N,N,N,Y,N,트립어드바이저
파리바게뜨,강남구,N,N,N,Y,N,트립어드바이저
코스모,성동구,N,N,N,N,N,
알커피컴퍼니,서대문구,N,N,N,N,N,
왕호프치킨,성동구,N,N,N,N,N,
성연마라탕,서대문구,N,N,N,N,N,
달라는대로,성동구,N,N,N,N,N,
미분당,서대문구,N,Y,N,N,N,트립어드바이저
연어왕국,성동구,N,N,N,Y,N,
신촌해물칼국수,서대문구,N,N,N,N,N,씨트립
종로빈대떡,서대문구,N,N,N,N,N,
마루이,서대문구,N,Y,N,Y,N,
라이라이라이,마포구,N,N,N,N,N,
서대문양꼬치바,마포구,N,N,N,N,N,
